Continent,Region/Country,Product,Variable,Year,Unit,Quantity
America,Mexico,Wine,Production, 2 017,1000 hl,387
America,Mexico,Wine,Consumption, 2 018,1000 hl,1193
America,Mexico,Wine,Exports, 2 018,1000 hl,10
America,Mexico,Wine,Imports, 2 018,1000 hl,797
America,Mexico,Wine,Production, 2 018,1000 hl,406
America,Mexico,Wine,Consumption, 2 019,1000 hl,1216
America,Mexico,Wine,Exports, 2 019,1000 hl,10
America,Mexico,Wine,Imports, 2 019,1000 hl,596
America,Mexico,Wine,Production, 2 019,1000 hl,406
America,Mexico,Wine,Consumption, 2 020,1000 hl,1109
America,Mexico,Wine,Exports, 2 020,1000 hl,12
America,Mexico,Wine,Imports, 2 020,1000 hl,498
America,Mexico,Wine,Production, 2 020,1000 hl,398
America,Mexico,Wine,Consumption, 2 021,1000 hl,1080
America,Mexico,Wine,Exports, 2 021,1000 hl,15
America,Mexico,Wine,Imports, 2 021,1000 hl,657
America,Mexico,Wine,Production, 2 021,1000 hl,396
Oceania,Micronesia,Wine,Imports, 2 007,1000 hl,0
Oceania,Micronesia,Wine,Imports, 2 008,1000 hl,0
Oceania,Micronesia,Wine,Imports, 2 009,1000 hl,0
Oceania,Micronesia,Wine,Imports, 2 010,1000 hl,0
Oceania,Micronesia,Wine,Imports, 2 011,1000 hl,0
Oceania,Micronesia,Wine,Imports, 2 012,1000 hl,0
Oceania,Micronesia,Wine,Imports, 2 013,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 014,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 015,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 016,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 017,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 018,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 019,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 020,1000 hl,1
Oceania,Micronesia,Wine,Imports, 2 021,1000 hl,1
Europe,Moldova,Wine,Consumption, 2 007,1000 hl,558
Europe,Moldova,Wine,Exports, 2 007,1000 hl,660
Europe,Moldova,Wine,Imports, 2 007,1000 hl,34
Europe,Moldova,Wine,Production, 2 007,1000 hl,1510
Europe,Moldova,Wine,Consumption, 2 008,1000 hl,605
Europe,Moldova,Wine,Exports, 2 008,1000 hl,899
Europe,Moldova,Wine,Imports, 2 008,1000 hl,7
Europe,Moldova,Wine,Production, 2 008,1000 hl,1710
Europe,Moldova,Wine,Consumption, 2 009,1000 hl,299
Europe,Moldova,Wine,Exports, 2 009,1000 hl,957
Europe,Moldova,Wine,Imports, 2 009,1000 hl,5
Europe,Moldova,Wine,Production, 2 009,1000 hl,1590
Europe,Moldova,Wine,Consumption, 2 010,1000 hl,400
Europe,Moldova,Wine,Exports, 2 010,1000 hl,1260
Europe,Moldova,Wine,Imports, 2 010,1000 hl,43
Europe,Moldova,Wine,Production, 2 010,1000 hl,840
Europe,Moldova,Wine,Consumption, 2 011,1000 hl,400
Europe,Moldova,Wine,Exports, 2 011,1000 hl,1198
Europe,Moldova,Wine,Imports, 2 011,1000 hl,27
Europe,Moldova,Wine,Production, 2 011,1000 hl,1520
Europe,Moldova,Wine,Consumption, 2 012,1000 hl,301
Europe,Moldova,Wine,Exports, 2 012,1000 hl,1220
Europe,Moldova,Wine,Imports, 2 012,1000 hl,4
Europe,Moldova,Wine,Production, 2 012,1000 hl,1470
Europe,Moldova,Wine,Consumption, 2 013,1000 hl,400
Europe,Moldova,Wine,Exports, 2 013,1000 hl,1234
Europe,Moldova,Wine,Imports, 2 013,1000 hl,6
Europe,Moldova,Wine,Production, 2 013,1000 hl,2570
Europe,Moldova,Wine,Consumption, 2 014,1000 hl,400
Europe,Moldova,Wine,Exports, 2 014,1000 hl,1171
Europe,Moldova,Wine,Imports, 2 014,1000 hl,4
Europe,Moldova,Wine,Production, 2 014,1000 hl,1630
Europe,Moldova,Wine,Consumption, 2 015,1000 hl,406
Europe,Moldova,Wine,Exports, 2 015,1000 hl,1220
Europe,Moldova,Wine,Imports, 2 015,1000 hl,10
Europe,Moldova,Wine,Production, 2 015,1000 hl,1560
Europe,Moldova,Wine,Consumption, 2 016,1000 hl,264
Europe,Moldova,Wine,Exports, 2 016,1000 hl,1328
Europe,Moldova,Wine,Imports, 2 016,1000 hl,11
Europe,Moldova,Wine,Production, 2 016,1000 hl,1495
Europe,Moldova,Wine,Consumption, 2 017,1000 hl,291
Europe,Moldova,Wine,Exports, 2 017,1000 hl,1405
Europe,Moldova,Wine,Imports, 2 017,1000 hl,7
Europe,Moldova,Wine,Production, 2 017,1000 hl,1801
Europe,Moldova,Wine,Consumption, 2 018,1000 hl,454
Europe,Moldova,Wine,Exports, 2 018,1000 hl,1399
Europe,Moldova,Wine,Imports, 2 018,1000 hl,3
Europe,Moldova,Wine,Production, 2 018,1000 hl,1900
Europe,Moldova,Wine,Consumption, 2 019,1000 hl,228
Europe,Moldova,Wine,Exports, 2 019,1000 hl,1567
Europe,Moldova,Wine,Imports, 2 019,1000 hl,2
Europe,Moldova,Wine,Production, 2 019,1000 hl,1460
Europe,Moldova,Wine,Consumption, 2 020,1000 hl,329
Europe,Moldova,Wine,Exports, 2 020,1000 hl,1330
Europe,Moldova,Wine,Imports, 2 020,1000 hl,2
Europe,Moldova,Wine,Production, 2 020,1000 hl,920
Europe,Moldova,Wine,Consumption, 2 021,1000 hl,329
Europe,Moldova,Wine,Exports, 2 021,1000 hl,1207
Europe,Moldova,Wine,Imports, 2 021,1000 hl,6
Europe,Moldova,Wine,Production, 2 021,1000 hl,1430
Asia,Mongolia,Wine,Consumption, 2 007,1000 hl,13
Asia,Mongolia,Wine,Imports, 2 007,1000 hl,14
Asia,Mongolia,Wine,Consumption, 2 008,1000 hl,16
Asia,Mongolia,Wine,Imports, 2 008,1000 hl,17
Asia,Mongolia,Wine,Consumption, 2 009,1000 hl,14
Asia,Mongolia,Wine,Imports, 2 009,1000 hl,11
Asia,Mongolia,Wine,Consumption, 2 010,1000 hl,14
Asia,Mongolia,Wine,Imports, 2 010,1000 hl,17
Asia,Mongolia,Wine,Consumption, 2 011,1000 hl,20
Asia,Mongolia,Wine,Imports, 2 011,1000 hl,23
Asia,Mongolia,Wine,Consumption, 2 012,1000 hl,23
Asia,Mongolia,Wine,Imports, 2 012,1000 hl,23
Asia,Mongolia,Wine,Consumption, 2 013,1000 hl,19
Asia,Mongolia,Wine,Imports, 2 013,1000 hl,15
Asia,Mongolia,Wine,Consumption, 2 014,1000 hl,16
Asia,Mongolia,Wine,Imports, 2 014,1000 hl,18
Asia,Mongolia,Wine,Consumption, 2 015,1000 hl,16
Asia,Mongolia,Wine,Imports, 2 015,1000 hl,14
Asia,Mongolia,Wine,Consumption, 2 016,1000 hl,14
Asia,Mongolia,Wine,Imports, 2 016,1000 hl,13
Asia,Mongolia,Wine,Consumption, 2 017,1000 hl,15
Asia,Mongolia,Wine,Imports, 2 017,1000 hl,18
Asia,Mongolia,Wine,Consumption, 2 018,1000 hl,20
Asia,Mongolia,Wine,Imports, 2 018,1000 hl,21
Asia,Mongolia,Wine,Consumption, 2 019,1000 hl,20
Asia,Mongolia,Wine,Imports, 2 019,1000 hl,18
Asia,Mongolia,Wine,Consumption, 2 020,1000 hl,18
Asia,Mongolia,Wine,Imports, 2 020,1000 hl,15
Asia,Mongolia,Wine,Consumption, 2 021,1000 hl,18
Asia,Mongolia,Wine,Imports, 2 021,1000 hl,33
Europe,Montenegro,Wine,Consumption, 2 007,1000 hl,81
Europe,Montenegro,Wine,Exports, 2 007,1000 hl,58
Europe,Montenegro,Wine,Imports, 2 007,1000 hl,10
Europe,Montenegro,Wine,Production, 2 007,1000 hl,130
Europe,Montenegro,Wine,Consumption, 2 008,1000 hl,122
Europe,Montenegro,Wine,Exports, 2 008,1000 hl,59
Europe,Montenegro,Wine,Imports, 2 008,1000 hl,10
Europe,Montenegro,Wine,Production, 2 008,1000 hl,170
Europe,Montenegro,Wine,Consumption, 2 009,1000 hl,134
Europe,Montenegro,Wine,Exports, 2 009,1000 hl,45
Europe,Montenegro,Wine,Imports, 2 009,1000 hl,8
Europe,Montenegro,Wine,Production, 2 009,1000 hl,171
Europe,Montenegro,Wine,Consumption, 2 010,1000 hl,134
Europe,Montenegro,Wine,Exports, 2 010,1000 hl,55
Europe,Montenegro,Wine,Imports, 2 010,1000 hl,9
Europe,Montenegro,Wine,Production, 2 010,1000 hl,180
Europe,Montenegro,Wine,Consumption, 2 011,1000 hl,103
Europe,Montenegro,Wine,Exports, 2 011,1000 hl,67
Europe,Montenegro,Wine,Imports, 2 011,1000 hl,20
Europe,Montenegro,Wine,Production, 2 011,1000 hl,118
Europe,Montenegro,Wine,Consumption, 2 012,1000 hl,102
Europe,Montenegro,Wine,Exports, 2 012,1000 hl,63
Europe,Montenegro,Wine,Imports, 2 012,1000 hl,23
Europe,Montenegro,Wine,Production, 2 012,1000 hl,174
Europe,Montenegro,Wine,Consumption, 2 013,1000 hl,123
Europe,Montenegro,Wine,Exports, 2 013,1000 hl,71
Europe,Montenegro,Wine,Imports, 2 013,1000 hl,23
Europe,Montenegro,Wine,Production, 2 013,1000 hl,160
Europe,Montenegro,Wine,Consumption, 2 014,1000 hl,84
Europe,Montenegro,Wine,Exports, 2 014,1000 hl,61
Europe,Montenegro,Wine,Imports, 2 014,1000 hl,22
Europe,Montenegro,Wine,Production, 2 014,1000 hl,97
Europe,Montenegro,Wine,Consumption, 2 015,1000 hl,61
Europe,Montenegro,Wine,Exports, 2 015,1000 hl,73
Europe,Montenegro,Wine,Imports, 2 015,1000 hl,25
Europe,Montenegro,Wine,Production, 2 015,1000 hl,113
Europe,Montenegro,Wine,Consumption, 2 016,1000 hl,61
Europe,Montenegro,Wine,Exports, 2 016,1000 hl,68
Europe,Montenegro,Wine,Imports, 2 016,1000 hl,23
Europe,Montenegro,Wine,Production, 2 016,1000 hl,101
Europe,Montenegro,Wine,Consumption, 2 017,1000 hl,67
Europe,Montenegro,Wine,Exports, 2 017,1000 hl,63
Europe,Montenegro,Wine,Imports, 2 017,1000 hl,31
Europe,Montenegro,Wine,Production, 2 017,1000 hl,110
Europe,Montenegro,Wine,Consumption, 2 018,1000 hl,68
Europe,Montenegro,Wine,Exports, 2 018,1000 hl,60
Europe,Montenegro,Wine,Imports, 2 018,1000 hl,29
Europe,Montenegro,Wine,Production, 2 018,1000 hl,88
Europe,Montenegro,Wine,Consumption, 2 019,1000 hl,62
Europe,Montenegro,Wine,Exports, 2 019,1000 hl,62
Europe,Montenegro,Wine,Imports, 2 019,1000 hl,28
Europe,Montenegro,Wine,Production, 2 019,1000 hl,102
Europe,Montenegro,Wine,Consumption, 2 020,1000 hl,52
Europe,Montenegro,Wine,Exports, 2 020,1000 hl,57
Europe,Montenegro,Wine,Imports, 2 020,1000 hl,23
Europe,Montenegro,Wine,Production, 2 020,1000 hl,70
Europe,Montenegro,Wine,Consumption, 2 021,1000 hl,37
Europe,Montenegro,Wine,Exports, 2 021,1000 hl,61
Europe,Montenegro,Wine,Imports, 2 021,1000 hl,30
Europe,Montenegro,Wine,Production, 2 021,1000 hl,70
America,Montserrat,Wine,Consumption, 2 007,1000 hl,0
America,Montserrat,Wine,Imports, 2 007,1000 hl,0
America,Montserrat,Wine,Consumption, 2 008,1000 hl,0
America,Montserrat,Wine,Imports, 2 008,1000 hl,0
America,Montserrat,Wine,Consumption, 2 009,1000 hl,0
America,Montserrat,Wine,Imports, 2 009,1000 hl,0
America,Montserrat,Wine,Consumption, 2 010,1000 hl,0
America,Montserrat,Wine,Imports, 2 010,1000 hl,0
America,Montserrat,Wine,Consumption, 2 011,1000 hl,0
America,Montserrat,Wine,Imports, 2 011,1000 hl,0
America,Montserrat,Wine,Consumption, 2 012,1000 hl,0
America,Montserrat,Wine,Imports, 2 012,1000 hl,0
America,Montserrat,Wine,Consumption, 2 013,1000 hl,0
America,Montserrat,Wine,Imports, 2 013,1000 hl,0
America,Montserrat,Wine,Consumption, 2 014,1000 hl,0
America,Montserrat,Wine,Imports, 2 014,1000 hl,0
America,Montserrat,Wine,Consumption, 2 015,1000 hl,0
America,Montserrat,Wine,Imports, 2 015,1000 hl,0
America,Montserrat,Wine,Consumption, 2 016,1000 hl,0
America,Montserrat,Wine,Imports, 2 016,1000 hl,0
America,Montserrat,Wine,Consumption, 2 017,1000 hl,0
America,Montserrat,Wine,Imports, 2 017,1000 hl,0
America,Montserrat,Wine,Consumption, 2 018,1000 hl,0
America,Montserrat,Wine,Imports, 2 018,1000 hl,0
America,Montserrat,Wine,Consumption, 2 019,1000 hl,0
America,Montserrat,Wine,Imports, 2 019,1000 hl,0
America,Montserrat,Wine,Consumption, 2 020,1000 hl,0
America,Montserrat,Wine,Imports, 2 020,1000 hl,0
America,Montserrat,Wine,Consumption, 2 021,1000 hl,0
America,Montserrat,Wine,Imports, 2 021,1000 hl,0
Africa,Morocco,Wine,Consumption, 2 007,1000 hl,332
Africa,Morocco,Wine,Exports, 2 007,1000 hl,43
Africa,Morocco,Wine,Imports, 2 007,1000 hl,18
Africa,Morocco,Wine,Production, 2 007,1000 hl,370
Africa,Morocco,Wine,Consumption, 2 008,1000 hl,310
Africa,Morocco,Wine,Exports, 2 008,1000 hl,43
Africa,Morocco,Wine,Imports, 2 008,1000 hl,23
Africa,Morocco,Wine,Production, 2 008,1000 hl,350
Africa,Morocco,Wine,Consumption, 2 009,1000 hl,379
Africa,Morocco,Wine,Exports, 2 009,1000 hl,52
Africa,Morocco,Wine,Imports, 2 009,1000 hl,136
Africa,Morocco,Wine,Production, 2 009,1000 hl,295
Africa,Morocco,Wine,Consumption, 2 010,1000 hl,355
Africa,Morocco,Wine,Exports, 2 010,1000 hl,57
Africa,Morocco,Wine,Imports, 2 010,1000 hl,79
Africa,Morocco,Wine,Production, 2 010,1000 hl,337
Africa,Morocco,Wine,Consumption, 2 011,1000 hl,373
Africa,Morocco,Wine,Exports, 2 011,1000 hl,54
Africa,Morocco,Wine,Imports, 2 011,1000 hl,87
Africa,Morocco,Wine,Production, 2 011,1000 hl,340
Africa,Morocco,Wine,Consumption, 2 012,1000 hl,397
Africa,Morocco,Wine,Exports, 2 012,1000 hl,36
Africa,Morocco,Wine,Imports, 2 012,1000 hl,88
Africa,Morocco,Wine,Production, 2 012,1000 hl,345
Africa,Morocco,Wine,Consumption, 2 013,1000 hl,422
Africa,Morocco,Wine,Exports, 2 013,1000 hl,36
Africa,Morocco,Wine,Imports, 2 013,1000 hl,112
Africa,Morocco,Wine,Production, 2 013,1000 hl,370
Africa,Morocco,Wine,Consumption, 2 014,1000 hl,395
Africa,Morocco,Wine,Exports, 2 014,1000 hl,9
Africa,Morocco,Wine,Imports, 2 014,1000 hl,25
Africa,Morocco,Wine,Production, 2 014,1000 hl,327
Africa,Morocco,Wine,Consumption, 2 015,1000 hl,339
Africa,Morocco,Wine,Exports, 2 015,1000 hl,66
Africa,Morocco,Wine,Imports, 2 015,1000 hl,14
Africa,Morocco,Wine,Production, 2 015,1000 hl,386
Africa,Morocco,Wine,Consumption, 2 016,1000 hl,334
Africa,Morocco,Wine,Exports, 2 016,1000 hl,10
Africa,Morocco,Wine,Imports, 2 016,1000 hl,19
Africa,Morocco,Wine,Production, 2 016,1000 hl,325
Africa,Morocco,Wine,Consumption, 2 017,1000 hl,360
Africa,Morocco,Wine,Exports, 2 017,1000 hl,10
Africa,Morocco,Wine,Imports, 2 017,1000 hl,52
Africa,Morocco,Wine,Production, 2 017,1000 hl,344
Africa,Morocco,Wine,Consumption, 2 018,1000 hl,480
Africa,Morocco,Wine,Exports, 2 018,1000 hl,13
Africa,Morocco,Wine,Imports, 2 018,1000 hl,177
Africa,Morocco,Wine,Production, 2 018,1000 hl,408
Africa,Morocco,Wine,Consumption, 2 019,1000 hl,611
Africa,Morocco,Wine,Exports, 2 019,1000 hl,10
Africa,Morocco,Wine,Imports, 2 019,1000 hl,186
Africa,Morocco,Wine,Production, 2 019,1000 hl,474
Africa,Morocco,Wine,Consumption, 2 020,1000 hl,630
Africa,Morocco,Wine,Exports, 2 020,1000 hl,6
Africa,Morocco,Wine,Imports, 2 020,1000 hl,208
Africa,Morocco,Wine,Production, 2 020,1000 hl,409
Africa,Morocco,Wine,Consumption, 2 021,1000 hl,588
Africa,Morocco,Wine,Exports, 2 021,1000 hl,3
Africa,Morocco,Wine,Imports, 2 021,1000 hl,158
Africa,Morocco,Wine,Production, 2 021,1000 hl,409
Africa,Mozambique,Wine,Consumption, 2 007,1000 hl,13
Africa,Mozambique,Wine,Exports, 2 007,1000 hl,0
Africa,Mozambique,Wine,Imports, 2 007,1000 hl,12
Africa,Mozambique,Wine,Consumption, 2 008,1000 hl,17
Africa,Mozambique,Wine,Exports, 2 008,1000 hl,0
Africa,Mozambique,Wine,Imports, 2 008,1000 hl,22
Africa,Mozambique,Wine,Consumption, 2 009,1000 hl,21
Africa,Mozambique,Wine,Exports, 2 009,1000 hl,0
Africa,Mozambique,Wine,Imports, 2 009,1000 hl,20
Africa,Mozambique,Wine,Consumption, 2 010,1000 hl,23
Africa,Mozambique,Wine,Exports, 2 010,1000 hl,0
Africa,Mozambique,Wine,Imports, 2 010,1000 hl,25
Africa,Mozambique,Wine,Consumption, 2 011,1000 hl,57
Africa,Mozambique,Wine,Exports, 2 011,1000 hl,0
Africa,Mozambique,Wine,Imports, 2 011,1000 hl,90
Africa,Mozambique,Wine,Consumption, 2 012,1000 hl,70
Africa,Mozambique,Wine,Exports, 2 012,1000 hl,4
Africa,Mozambique,Wine,Imports, 2 012,1000 hl,55
Africa,Mozambique,Wine,Consumption, 2 013,1000 hl,74
Africa,Mozambique,Wine,Exports, 2 013,1000 hl,4
Africa,Mozambique,Wine,Imports, 2 013,1000 hl,102
Africa,Mozambique,Wine,Consumption, 2 014,1000 hl,81
Africa,Mozambique,Wine,Exports, 2 014,1000 hl,60
Africa,Mozambique,Wine,Imports, 2 014,1000 hl,124
Africa,Mozambique,Wine,Consumption, 2 015,1000 hl,72
Africa,Mozambique,Wine,Exports, 2 015,1000 hl,154
Africa,Mozambique,Wine,Imports, 2 015,1000 hl,233
Africa,Mozambique,Wine,Consumption, 2 016,1000 hl,120
Africa,Mozambique,Wine,Exports, 2 016,1000 hl,138
Africa,Mozambique,Wine,Imports, 2 016,1000 hl,298
Africa,Mozambique,Wine,Consumption, 2 017,1000 hl,199
Africa,Mozambique,Wine,Exports, 2 017,1000 hl,60
Africa,Mozambique,Wine,Imports, 2 017,1000 hl,298
Africa,Mozambique,Wine,Consumption, 2 018,1000 hl,268
Africa,Mozambique,Wine,Exports, 2 018,1000 hl,1
Africa,Mozambique,Wine,Imports, 2 018,1000 hl,298
Africa,Mozambique,Wine,Consumption, 2 019,1000 hl,161
Africa,Mozambique,Wine,Exports, 2 019,1000 hl,274
Africa,Mozambique,Wine,Imports, 2 019,1000 hl,298
Africa,Mozambique,Wine,Consumption, 2 020,1000 hl,24
Africa,Mozambique,Wine,Exports, 2 020,1000 hl,222
Africa,Mozambique,Wine,Imports, 2 020,1000 hl,298
Africa,Mozambique,Wine,Consumption, 2 021,1000 hl,24
Africa,Mozambique,Wine,Exports, 2 021,1000 hl,1
Africa,Mozambique,Wine,Imports, 2 021,1000 hl,298
Asia,Myanmar,Wine,Consumption, 2 007,1000 hl,9
Asia,Myanmar,Wine,Imports, 2 007,1000 hl,9
Asia,Myanmar,Wine,Consumption, 2 008,1000 hl,10
Asia,Myanmar,Wine,Imports, 2 008,1000 hl,11
Asia,Myanmar,Wine,Consumption, 2 009,1000 hl,20
Asia,Myanmar,Wine,Imports, 2 009,1000 hl,20
Asia,Myanmar,Wine,Consumption, 2 010,1000 hl,16
Asia,Myanmar,Wine,Imports, 2 010,1000 hl,16
Asia,Myanmar,Wine,Consumption, 2 011,1000 hl,26
Asia,Myanmar,Wine,Imports, 2 011,1000 hl,26
Asia,Myanmar,Wine,Consumption, 2 012,1000 hl,32
Asia,Myanmar,Wine,Imports, 2 012,1000 hl,32
Asia,Myanmar,Wine,Consumption, 2 013,1000 hl,28
Asia,Myanmar,Wine,Imports, 2 013,1000 hl,39
Asia,Myanmar,Wine,Consumption, 2 014,1000 hl,1
Asia,Myanmar,Wine,Imports, 2 014,1000 hl,1
Asia,Myanmar,Wine,Consumption, 2 015,1000 hl,2
Asia,Myanmar,Wine,Imports, 2 015,1000 hl,3
Asia,Myanmar,Wine,Consumption, 2 016,1000 hl,1
Asia,Myanmar,Wine,Imports, 2 016,1000 hl,7
Asia,Myanmar,Wine,Consumption, 2 017,1000 hl,7
Asia,Myanmar,Wine,Imports, 2 017,1000 hl,8
Asia,Myanmar,Wine,Consumption, 2 018,1000 hl,26
Asia,Myanmar,Wine,Imports, 2 018,1000 hl,26
Asia,Myanmar,Wine,Consumption, 2 019,1000 hl,1
Asia,Myanmar,Wine,Imports, 2 019,1000 hl,20
Asia,Myanmar,Wine,Consumption, 2 020,1000 hl,1
Asia,Myanmar,Wine,Imports, 2 020,1000 hl,24
Asia,Myanmar,Wine,Consumption, 2 021,1000 hl,1
Asia,Myanmar,Wine,Imports, 2 021,1000 hl,36
Africa,Namibia,Wine,Consumption, 2 007,1000 hl,120
Africa,Namibia,Wine,Exports, 2 007,1000 hl,2
Africa,Namibia,Wine,Imports, 2 007,1000 hl,48
Africa,Namibia,Wine,Consumption, 2 008,1000 hl,55
Africa,Namibia,Wine,Exports, 2 008,1000 hl,2
Africa,Namibia,Wine,Imports, 2 008,1000 hl,65
Africa,Namibia,Wine,Consumption, 2 009,1000 hl,69
Africa,Namibia,Wine,Exports, 2 009,1000 hl,12
Africa,Namibia,Wine,Imports, 2 009,1000 hl,88
Africa,Namibia,Wine,Consumption, 2 010,1000 hl,69
Africa,Namibia,Wine,Exports, 2 010,1000 hl,7
Africa,Namibia,Wine,Imports, 2 010,1000 hl,70
Africa,Namibia,Wine,Production, 2 010,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 011,1000 hl,61
Africa,Namibia,Wine,Exports, 2 011,1000 hl,4
Africa,Namibia,Wine,Imports, 2 011,1000 hl,63
Africa,Namibia,Wine,Production, 2 011,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 012,1000 hl,139
Africa,Namibia,Wine,Exports, 2 012,1000 hl,60
Africa,Namibia,Wine,Imports, 2 012,1000 hl,278
Africa,Namibia,Wine,Production, 2 012,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 013,1000 hl,310
Africa,Namibia,Wine,Exports, 2 013,1000 hl,19
Africa,Namibia,Wine,Imports, 2 013,1000 hl,420
Africa,Namibia,Wine,Production, 2 013,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 014,1000 hl,464
Africa,Namibia,Wine,Exports, 2 014,1000 hl,69
Africa,Namibia,Wine,Imports, 2 014,1000 hl,596
Africa,Namibia,Wine,Production, 2 014,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 015,1000 hl,544
Africa,Namibia,Wine,Exports, 2 015,1000 hl,28
Africa,Namibia,Wine,Imports, 2 015,1000 hl,588
Africa,Namibia,Wine,Production, 2 015,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 016,1000 hl,472
Africa,Namibia,Wine,Exports, 2 016,1000 hl,33
Africa,Namibia,Wine,Imports, 2 016,1000 hl,416
Africa,Namibia,Wine,Production, 2 016,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 017,1000 hl,394
Africa,Namibia,Wine,Exports, 2 017,1000 hl,15
Africa,Namibia,Wine,Imports, 2 017,1000 hl,421
Africa,Namibia,Wine,Production, 2 017,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 018,1000 hl,263
Africa,Namibia,Wine,Exports, 2 018,1000 hl,19
Africa,Namibia,Wine,Imports, 2 018,1000 hl,140
Africa,Namibia,Wine,Production, 2 018,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 019,1000 hl,253
Africa,Namibia,Wine,Exports, 2 019,1000 hl,17
Africa,Namibia,Wine,Imports, 2 019,1000 hl,403
Africa,Namibia,Wine,Production, 2 019,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 020,1000 hl,382
Africa,Namibia,Wine,Exports, 2 020,1000 hl,10
Africa,Namibia,Wine,Imports, 2 020,1000 hl,387
Africa,Namibia,Wine,Production, 2 020,1000 hl,0
Africa,Namibia,Wine,Consumption, 2 021,1000 hl,379
Africa,Namibia,Wine,Exports, 2 021,1000 hl,6
Africa,Namibia,Wine,Imports, 2 021,1000 hl,387
Africa,Namibia,Wine,Production, 2 021,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 007,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 007,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 008,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 008,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 009,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 009,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 010,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 010,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 011,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 011,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 012,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 012,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 013,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 013,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 014,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 014,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 015,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 015,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 016,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 016,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 017,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 017,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 018,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 018,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 019,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 019,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 020,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 020,1000 hl,0
Oceania,Nauru,Wine,Consumption, 2 021,1000 hl,0
Oceania,Nauru,Wine,Imports, 2 021,1000 hl,0
Asia,Nepal,Wine,Consumption, 2 007,1000 hl,5
Asia,Nepal,Wine,Exports, 2 007,1000 hl,0
Asia,Nepal,Wine,Imports, 2 007,1000 hl,5
Asia,Nepal,Wine,Consumption, 2 008,1000 hl,4
Asia,Nepal,Wine,Exports, 2 008,1000 hl,0
Asia,Nepal,Wine,Imports, 2 008,1000 hl,4
Asia,Nepal,Wine,Consumption, 2 009,1000 hl,6
Asia,Nepal,Wine,Exports, 2 009,1000 hl,0
Asia,Nepal,Wine,Imports, 2 009,1000 hl,6
Asia,Nepal,Wine,Consumption, 2 010,1000 hl,6
Asia,Nepal,Wine,Exports, 2 010,1000 hl,0
Asia,Nepal,Wine,Imports, 2 010,1000 hl,6
Asia,Nepal,Wine,Consumption, 2 011,1000 hl,8
Asia,Nepal,Wine,Exports, 2 011,1000 hl,0
Asia,Nepal,Wine,Imports, 2 011,1000 hl,8
Asia,Nepal,Wine,Consumption, 2 012,1000 hl,8
Asia,Nepal,Wine,Exports, 2 012,1000 hl,0
Asia,Nepal,Wine,Imports, 2 012,1000 hl,8
Asia,Nepal,Wine,Consumption, 2 013,1000 hl,8
Asia,Nepal,Wine,Exports, 2 013,1000 hl,0
Asia,Nepal,Wine,Imports, 2 013,1000 hl,8
Asia,Nepal,Wine,Consumption, 2 014,1000 hl,8
